,sigungu,성별,연령별,2016 년,2017 년,2018 년,2019 년,2020 년
1563,옹진군,남자,45 - 49세,917.0,918.5,904.0,874.0,838.0
1564,옹진군,남자,50 - 54세,1113.0,1039.0,955.5,904.0,888.0
1565,옹진군,남자,55 - 59세,1208.5,1277.5,1286.0,1244.0,1195.0
1566,옹진군,남자,60 - 64세,932.0,1039.0,1097.0,1145.0,1201.0
1567,옹진군,남자,65 - 69세,696.5,708.0,750.0,781.5,855.0
1568,옹진군,남자,70 - 74세,528.5,562.5,586.5,620.5,684.5
1569,옹진군,남자,75 - 79세,382.0,410.0,429.0,440.5,447.5
1570,옹진군,남자,80 - 84세,223.0,243.0,254.0,257.0,271.5
1571,옹진군,남자,85 - 89세,85.5,88.5,100.5,113.5,126.5
1572,옹진군,남자,90 - 94세,27.0,32.0,35.0,37.0,39.0
1573,옹진군,남자,95 - 99세,8.5,10.5,11.0,11.5,11.5
1574,옹진군,남자,100세 이상,2.0,2.5,2.0,2.0,3.0
1575,옹진군,여자,0 - 4세,302.5,311.0,297.5,248.5,216.0
1576,옹진군,여자,5 - 9세,310.5,295.0,282.5,278.0,262.0
1577,옹진군,여자,10 - 14세,272.0,283.0,279.0,257.5,256.0
1578,옹진군,여자,15 - 19세,328.0,331.0,325.0,304.0,266.0
1579,옹진군,여자,20 - 24세,395.0,372.5,356.0,348.5,351.0
1580,옹진군,여자,25 - 29세,387.5,412.5,422.0,411.0,390.0
1581,옹진군,여자,30 - 34세,438.0,425.0,390.0,341.5,323.5
1582,옹진군,여자,35 - 39세,506.5,513.5,492.5,452.0,408.0
1583,옹진군,여자,40 - 44세,448.5,442.5,432.5,425.0,428.0
1584,옹진군,여자,45 - 49세,547.0,534.0,502.5,471.0,462.0
1585,옹진군,여자,50 - 54세,806.5,766.5,726.0,668.5,611.5
1586,옹진군,여자,55 - 59세,987.0,1013.5,1006.0,971.0,937.0
1587,옹진군,여자,60 - 64세,817.0,899.5,953.5,1004.5,1037.0
1588,옹진군,여자,65 - 69세,674.0,664.0,678.5,697.0,753.0
1589,옹진군,여자,70 - 74세,577.5,612.0,635.5,654.5,669.0
1590,옹진군,여자,75 - 79세,489.5,501.0,523.5,517.5,514.5
1591,옹진군,여자,80 - 84세,401.0,408.5,428.5,436.5,435.5
1592,옹진군,여자,85 - 89세,256.5,281.5,279.0,280.5,288.5
1593,옹진군,여자,90 - 94세,122.5,125.0,130.5,134.0,135.5
1594,옹진군,여자,95 - 99세,27.5,34.5,39.5,44.0,49.0
1595,옹진군,여자,100세 이상,4.0,5.5,5.5,5.0,7.0
4326,가평군,남자,0 - 4세,984.5,966.5,912.0,834.5,762.5
4327,가평군,남자,5 - 9세,1149.0,1132.5,1088.5,1030.5,967.0
4328,가평군,남자,10 - 14세,1301.5,1215.0,1176.0,1145.5,1123.5
4329,가평군,남자,15 - 19세,1670.0,1619.5,1565.5,1485.0,1389.0
4330,가평군,남자,20 - 24세,1877.5,1865.5,1827.5,1776.5,1753.5
4331,가평군,남자,25 - 29세,1639.5,1721.5,1739.0,1725.5,1762.5
4332,가평군,남자,30 - 34세,1612.5,1562.5,1530.0,1489.0,1473.0
4333,가평군,남자,35 - 39세,1806.5,1812.0,1800.0,1749.0,1651.5
4334,가평군,남자,40 - 44세,2271.5,2138.5,2024.5,1901.5,1821.0
4335,가평군,남자,45 - 49세,2560.5,2574.0,2590.0,2529.0,2438.5
4336,가평군,남자,50 - 54세,2874.0,2817.0,2783.0,2792.5,2771.0
4337,가평군,남자,55 - 59세,3265.0,3295.0,3320.5,3294.5,3224.5
4338,가평군,남자,60 - 64세,2727.5,2994.5,3168.5,3337.5,3468.5
4339,가평군,남자,65 - 69세,1766.5,1850.0,2001.0,2187.5,2489.0
4340,가평군,남자,70 - 74세,1634.5,1647.0,1699.0,1728.5,1727.5
4341,가평군,남자,75 - 79세,1304.5,1356.5,1410.5,1428.0,1442.5
4342,가평군,남자,80 - 84세,725.5,801.5,854.5,917.0,972.5
4343,가평군,남자,85 - 89세,261.5,299.0,319.5,334.0,374.5
4344,가평군,남자,90 - 94세,75.5,74.0,81.0,94.5,102.5
4345,가평군,남자,95 - 99세,13.0,19.5,22.0,21.0,23.5
4346,가평군,남자,100세 이상,1.0,1.0,1.5,2.5,3.5
4347,가평군,여자,0 - 4세,965.0,901.0,860.0,831.5,762.0
4348,가평군,여자,5 - 9세,1084.0,1096.0,1071.0,1024.5,984.0
4349,가평군,여자,10 - 14세,1100.0,1074.0,1078.0,1061.0,1037.5
4350,가평군,여자,15 - 19세,1530.0,1462.0,1364.5,1275.5,1189.0
4351,가평군,여자,20 - 24세,1471.5,1451.0,1418.0,1377.5,1365.0
4352,가평군,여자,25 - 29세,1242.0,1294.0,1330.0,1318.0,1277.0
4353,가평군,여자,30 - 34세,1392.5,1331.0,1291.0,1256.0,1209.0
4354,가평군,여자,35 - 39세,1601.0,1642.0,1644.0,1575.0,1461.5
4355,가평군,여자,40 - 44세,1819.5,1782.0,1739.0,1680.0,1639.0
4356,가평군,여자,45 - 49세,2214.5,2211.0,2143.5,2049.5,1971.0
4357,가평군,여자,50 - 54세,2484.5,2405.5,2413.0,2421.5,2407.5
4358,가평군,여자,55 - 59세,3015.0,3114.0,3090.0,3030.0,2940.5
4359,가평군,여자,60 - 64세,2578.0,2775.0,2916.0,3060.5,3183.0
4360,가평군,여자,65 - 69세,1803.0,1845.0,1988.5,2143.5,2381.5
4361,가평군,여자,70 - 74세,1931.5,1866.0,1817.0,1796.5,1797.0
4362,가평군,여자,75 - 79세,1684.0,1786.0,1857.5,1825.5,1782.0
4363,가평군,여자,80 - 84세,1211.0,1246.0,1266.5,1342.0,1387.0
4364,가평군,여자,85 - 89세,585.5,631.5,684.0,722.0,788.0
4365,가평군,여자,90 - 94세,218.5,231.5,256.0,277.0,286.0
4366,가평군,여자,95 - 99세,51.0,61.5,64.5,66.5,76.0
4367,가평군,여자,100세 이상,6.0,6.5,8.0,8.5,10.0
4284,연천군,남자,0 - 4세,957.0,924.5,860.5,779.0,690.5
4285,연천군,남자,5 - 9세,838.0,856.5,841.0,794.0,757.5
4286,연천군,남자,10 - 14세,930.0,854.0,830.0,807.5,775.0
4287,연천군,남자,15 - 19세,1185.5,1155.0,1110.5,1044.0,964.0
4288,연천군,남자,20 - 24세,2006.5,1849.5,1648.0,1564.0,1533.5
4289,연천군,남자,25 - 29세,1776.0,1926.0,1966.5,1917.0,1882.0
4290,연천군,남자,30 - 34세,1389.0,1353.5,1295.0,1233.0,1225.5
4291,연천군,남자,35 - 39세,1249.5,1262.0,1252.5,1223.5,1177.0
4292,연천군,남자,40 - 44세,1610.0,1476.0,1334.0,1210.5,1146.0
4293,연천군,남자,45 - 49세,1648.5,1649.0,1649.0,1620.5,1571.5
4294,연천군,남자,50 - 54세,2038.0,1945.5,1863.0,1809.0,1730.0
4295,연천군,남자,55 - 59세,2194.5,2212.5,2177.0,2137.5,2112.5
4296,연천군,남자,60 - 64세,1682.5,1885.5,2057.0,2171.0,2221.0
4297,연천군,남자,65 - 69세,1284.5,1271.5,1273.0,1328.5,1502.0
4298,연천군,남자,70 - 74세,1186.0,1173.5,1198.5,1237.5,1247.0
